Date,EWJ_Open,EWJ_High,EWJ_Low,EWJ_Close,EWJ_Volume,EWJ_ATRPercentOfClose20,EWJ_SQN25,EWJ_SQN50,EWJ_SQN100,EWJ_SQN200,EWJ_MACD,EWJ_MACD_Avg,EWJ_MACD_Diff,EWJ_LinReg10,EWJ_LinReg30,EWJ_LinReg90,EWJ_LinReg270
11/3/2017, 59.04, 59.2, 58.95, 59.19, 11671188, 0.53033938634291, 2.91101466517083, 3.37843239417267, 1.97750156761915, 1.73291612511511, 0.809129008992166, 0.720969276116561, 0.0881597328756045, 59.1961818181763, 59.0019139784945, 57.7067179487176, 56.8880957395464
11/6/2017, 58.97, 59.19, 58.95, 59.18, 5922487, 0.524184671574096, 2.90011971168606, 3.24299323647498, 2.27850975358204, 1.72453257906665, 0.816459665163244, 0.740067353925898, 0.0763923112373459, 59.3099999999945, 59.1618494623655, 57.8352576312573, 56.9631619213216
11/7/2017, 59.55, 59.69, 59.44, 59.65, 12258332, 0.536801113504899, 2.93676917721546, 3.41150039222129, 2.34608085855666, 1.77249898405336, 0.850391550594559, 0.76213219325963, 0.0882593573349286, 59.5992727272672, 59.3579999999999, 57.9841587301584, 57.0456201550389
11/8/2017, 60.07, 60.15, 60.01, 60.02, 7532023, 0.548470128282887, 3.19522005734171, 3.70891343138544, 2.40469409145201, 1.73972690126264, 0.89680095883169, 0.789065946374042, 0.107735012457648, 59.8399999999944, 59.5819784946235, 58.1390598290595, 57.133477555897
11/9/2017, 59.36, 59.58, 58.9, 59.52, 16277445, 0.619509715130409, 2.54758295719642, 3.21148318538157, 2.32488072145339, 1.61981607750496, 0.883055612478081, 0.80786387959485, 0.0751917328832313, 59.8418181818126, 59.7170537634407, 58.2674700854697, 57.2106954720333
11/10/2017, 59.08, 59.2, 58.94, 59.08, 8570880, 0.642003340086897, 2.10838474283638, 2.61259034006458, 2.14465156177733, 1.63092908381434, 0.82712343955172, 0.811715791586224, 0.0154076479654958, 59.6956363636307, 59.772322580645, 58.3634969474966, 57.2785848938043
11/13/2017, 58.4, 58.86, 58.3, 58.82, 8794713, 0.678903085102298, 1.83202738240185, 2.59331184394937, 1.97881757264065, 1.61071361215738, 0.75313528766295, 0.799999690801569, -0.0468644031386194, 59.4196363636306, 59.7728602150536, 58.4430451770448, 57.3406010792862
11/14/2017, 58.58, 58.75, 58.46, 58.51, 7913873, 0.679139044478402, 1.3450378022458, 2.54823428782234, 1.85561429102542, 1.57500389123966, 0.661855279343676, 0.772370808509991, -0.110515529166314, 59.0636363636306, 59.7359999999998, 58.5016532356528, 57.3959600987249
11/15/2017, 57.59, 58.19, 57.57, 58.08, 11177290, 0.730881615320416, 0.846039686852477, 2.08155914194133, 1.7253838055628, 1.43303546813234, 0.548495098702162, 0.727595666548425, -0.179100567846263, 58.6327272727214, 59.6293118279568, 58.545311355311, 57.4426391096981
11/16/2017, 58.7, 59.1, 58.66, 58.98, 9908736, 0.770212343284491, 1.29266916416334, 2.19618603262166, 2.02880320247539, 1.56360672449453, 0.525224357758496, 0.687121404790439, -0.161897047031943, 58.5758181818123, 59.6217204301074, 58.6329572649569, 57.5046156021494
11/17/2017, 58.82, 58.86, 58.68, 58.69, 8133712, 0.760875239505423, 0.77315255873407, 1.92752749847482, 1.81654405106313, 1.46328402720971, 0.477872929865214, 0.645271709805394, -0.16739877994018, 58.4505454545395, 59.5562365591396, 58.7024078144074, 57.5603799647663
11/20/2017, 58.95, 59.1, 58.88, 58.98, 4510009, 0.754034917196416, 0.785538567560654, 1.93678177683073, 2.19196233670546, 1.52838416281831, 0.458462290577138, 0.607909825959743, -0.149447535382605, 58.4507272727213, 59.5147956989246, 58.7836214896211, 57.6203440476192
11/21/2017, 59.39, 59.54, 59.34, 59.52, 7870804, 0.756877191623529, 1.09143791616842, 2.1293002929282, 2.28629671491447, 1.61704336929239, 0.481106806342012, 0.582549222036197, -0.101442415694185, 58.7423636363576, 59.549698924731, 58.8829645909642, 57.6888389380532
11/22/2017, 59.59, 59.65, 59.33, 59.56, 7525686, 0.745414102135003, 1.15031521647251, 2.21538796483921, 2.42672223734355, 1.59457689613877, 0.496556420615441, 0.565350661752046, -0.0687942411366047, 59.128909090903, 59.5892688172041, 58.9859120879117, 57.7569042142608
11/24/2017, 60.01, 60.08, 59.96, 60.05, 3142731, 0.745662293538763, 1.46957066169228, 2.40486529606672, 2.57295811740902, 1.68391675717366, 0.542090375722935, 0.560698604546224, -0.0186082288232884, 59.6098181818121, 59.6682150537633, 59.1109768009764, 57.8324252260609
11/27/2017, 59.93, 60, 59.78, 59.79, 6773711, 0.734038630049383, 1.23542999507106, 2.21158779148422, 2.66386183264355, 1.57011637492973, 0.550846718035388, 0.558728227244057, -0.00788150920866904, 59.8839999999938, 59.7390967741934, 59.2247326007323, 57.9021834061137
11/28/2017, 59.88, 59.98, 59.72, 59.97, 8704500, 0.716921147342337, 1.25276717171775, 2.29009008815306, 2.74234392870849, 1.56189475284666, 0.565788619071803, 0.560140305609606, 0.00564831346219719, 60.1296363636302, 59.8346021505375, 59.3445274725271, 57.9739263337765
11/29/2017, 60.09, 60.1, 59.72, 59.85, 6886490, 0.714186685811428, 0.945195820420558, 2.07824985598566, 2.75945852376168, 1.62403988935485, 0.561474853569607, 0.560407215201606, 0.0010676383680005, 60.2090909090847, 59.8958494623654, 59.4525225885222, 58.0424313946924
11/30/2017, 60.14, 60.17, 59.91, 59.91, 7539021, 0.704504581681243, 1.29720769242656, 2.09693403972271, 2.65186844536804, 1.64487335989751, 0.556482873719503, 0.559622346905186, -0.00313947318568264, 60.1501818181755, 59.9460645161288, 59.5548156288153, 58.1108575906853
12/1/2017, 59.68, 59.75, 59.21, 59.64, 14955620, 0.730994735313499, 0.955226088085523, 2.07665307566979, 2.39942846811474, 1.58196490583491, 0.524691631686295, 0.552636203861407, -0.0279445721751124, 60.0781818181755, 59.9379354838708, 59.6450207570203, 58.1735529820928
12/4/2017, 59.36, 59.41, 59, 59.01, 8669862, 0.756087099023762, 0.335929483109, 1.66542687155986, 2.12830153526361, 1.46073004711829, 0.443548161356169, 0.53081859536036, -0.0872704340041907, 59.6945454545391, 59.8440215053762, 59.7077313797309, 58.2244866292507
12/5/2017, 59.28, 59.46, 59.14, 59.16, 10644479, 0.754493994721478, 0.427062238037937, 1.67486712810829, 2.13054198636178, 1.40961941587222, 0.38688534942964, 0.502031946174216, -0.115146596744576, 59.4032727272663, 59.7688602150536, 59.7771916971913, 58.2771314784508
12/6/2017, 58.87, 59.14, 58.84, 58.94, 100990, 0.746590965241542, 0.17248417780098, 1.56472962914399, 2.07071863751302, 1.35737356600124, 0.320532601060648, 0.465732077151502, -0.145199476090854, 59.1341818181754, 59.6881075268815, 59.8376800976797, 58.3251968986658
12/7/2017, 59.21, 59.52, 59.17, 59.32, 68552, 0.753605325636711, 0.197617711655662, 1.66625442039904, 2.09112944075513, 1.42806927404364, 0.295207426685394, 0.431627147058281, -0.136419720372887, 59.0359999999936, 59.619075268817, 59.9188278388274, 58.3788747049991
12/8/2017, 59.58, 59.61, 59.41, 59.6, 39955, 0.736890512096161, 0.306539392560527, 1.76313307385225, 2.10257591008843, 1.49609451190448, 0.294337760987574, 0.404169269844139, -0.109831508856566, 59.1456363636299, 59.5955913978493, 60.0084420024416, 58.4363815906111
12/11/2017, 59.68, 59.81, 59.65, 59.8, 37162, 0.715263223994726, 0.336606914220567, 1.84349412438582, 2.09608247921465, 1.56262894786424, 0.306256538449539, 0.384586723565219, -0.0783301851156807, 59.2969090909026, 59.6163655913977, 60.1065763125759, 58.496309201505
12/12/2017, 59.82, 60.05, 59.79, 59.91, 51509, 0.699951656737446, 0.39911715060998, 1.89204706905335, 2.09601048013488, 1.60841423311105, 0.32087943773228, 0.371845266398632, -0.0509658286663512, 59.5216363636299, 59.6408602150536, 60.2050305250301, 58.5571150627617
12/13/2017, 59.92, 60.26, 59.92, 60.15, 82412, 0.691394822400388, 0.282219393070691, 1.85096503697085, 2.22463227317009, 1.54785643798867, 0.347824678620668, 0.367041148843039, -0.0192164702223706, 59.8085454545389, 59.7027311827955, 60.3100366300362, 58.6209356846474
12/14/2017, 59.99, 60.01, 59.84, 59.87, 79516, 0.685786347737, -0.0649466199448556, 1.70610670855182, 2.19419764441138, 1.60964438264513, 0.34263562599908, 0.362160044274247, -0.0195244182751673, 59.9943636363571, 59.7413978494622, 60.3977851037847, 58.6791375467235
12/15/2017, 59.86, 60, 59.79, 59.9, 107051, 0.668699953373347, 0.227565384881316, 1.73419980146401, 2.13653125346681, 1.60877919901162, 0.337058611825483, 0.357139757784494, -0.0200811459590108, 60.1387272727207, 59.7827956989245, 60.4757655677652, 58.7369166411592
12/18/2017, 60.51, 60.7, 60.48, 60.62, 80373, 0.693704566920328, 0.846278639798199, 1.98704016178645, 2.26338657668635, 1.7356013893445, 0.386283929930784, 0.362968592213752, 0.0233153377170314, 60.3916363636297, 59.9193978494622, 60.5687570207566, 58.8055687107874
12/19/2017, 59.84, 59.89, 59.57, 59.61, 53153, 0.758257881301372, 0.396845919636641, 1.409356595866, 1.74479924260256, 1.54312750764891, 0.339878877962782, 0.358350649363558, -0.018471771400776, 60.2378181818115, 59.9179569892471, 60.6110818070814, 58.8567069253932
12/20/2017, 59.86, 59.88, 59.66, 59.69, 69397, 0.741996392848987, 0.593232471754261, 1.29022173650235, 1.70849696869678, 1.58968249336888, 0.306030146330166, 0.34788654875688, -0.0418564024267141, 60.0430909090842, 59.9552258064514, 60.6617338217334, 58.9083384768543
12/21/2017, 59.8, 59.95, 59.72, 59.73, 46767, 0.726189125308861, 0.849267033003508, 1.19349307032097, 1.61522087002935, 1.5964167699225, 0.279213844950412, 0.334152007995586, -0.054938163045174, 59.897272727266, 60.0219784946235, 60.7087545787542, 58.9598077745961
12/22/2017, 59.95, 60.04, 59.83, 60.01, 37893, 0.712489795566795, 0.581517898908917, 1.32641298515132, 1.71360584812853, 1.57506769916488, 0.277358180394195, 0.322793242475308, -0.0454350620811129, 59.8818181818114, 60.0927956989246, 60.7681098901095, 59.014980736581
12/26/2017, 60, 60.04, 59.94, 60.04, 24817, 0.68485488008603, 0.77226493634426, 1.09276149544077, 1.67450136665293, 1.53251009436868, 0.275136697560761, 0.313261933492399, -0.0381252359316376, 59.8943636363568, 60.1349247311826, 60.8165763125759, 59.0697823552275
12/27/2017, 60.01, 60.1, 59.88, 59.96, 39155, 0.66982576134668, 0.56743707197999, 0.956463716547124, 1.66561908429203, 1.59748932651533, 0.263878992234723, 0.303385345240863, -0.0395063530061406, 59.888181818175, 60.1433763440859, 60.8626080586076, 59.1224626506025
12/28/2017, 59.98, 60.01, 59.82, 59.82, 31170, 0.653704697723664, 0.189735337390006, 0.924140097394903, 1.62435550928509, 1.48431570341126, 0.24088359356351, 0.290884994905393, -0.0500014013418831, 59.8789090909022, 60.1060430107525, 60.8958168498164, 59.172105179283
12/29/2017, 60.02, 60.09, 59.9, 59.93, 3730812, 0.642405877973271, 0.230096564437384, 0.992935976767098, 1.68241311961323, 1.52325650929288, 0.228897072170803, 0.278487410358475, -0.0495903381876721, 59.8696363636294, 60.0455483870966, 60.932256410256, 59.2227243407324
1/2/2018, 60.08, 60.32, 60, 60.29, 8155709, 0.638985155972653, 0.155704569310018, 1.18338987048405, 1.92950582655729, 1.54733565830834, 0.245615358006482, 0.271912999888076, -0.0262976418815941, 59.9874545454476, 60.0787956989246, 60.9808547008543, 59.2782473806388
1/3/2018, 60.57, 61.18, 60.53, 61.12, 11572894, 0.671600037645806, 0.731295073075073, 1.39429505481188, 2.39158495137899, 1.65412081596796, 0.322125520891909, 0.281955504088843, 0.0401700168030662, 60.5147272727203, 60.189569892473, 61.0552405372401, 59.3459742927392
1/4/2018, 61.71, 61.94, 61.65, 61.87, 10920627, 0.696553815837499, 0.971952344957571, 1.5697710656472, 2.60462431146532, 1.84443850258312, 0.438227494424453, 0.313209902155965, 0.125017592268488, 61.0718181818112, 60.3991612903224, 61.1613260073256, 59.4244372394628
1/5/2018, 61.9, 62.07, 61.81, 62.04, 8861547, 0.680867107617227, 1.12231352047933, 1.46387042876834, 2.531830997591, 1.85754061058224, 0.537757787141693, 0.35811947915311, 0.179638307988583, 61.5803636363566, 60.6476774193547, 61.2706739926736, 59.5044025735295
1/8/2018, 62.31, 62.43, 62.21, 62.4, 8946829, 0.674342076742694, 1.25942380117569, 1.80429646270172, 2.66189587027465, 1.90270455378434, 0.6383270160553, 0.414160986533548, 0.224166029521751, 62.0930909090839, 60.9282795698923, 61.387731379731, 59.5887949902724
1/9/2018, 62.37, 62.47, 62.24, 62.44, 12793107, 0.658632259918432, 1.44212354133634, 1.703356024716, 2.61222409702704, 1.85294537862383, 0.713037072713476, 0.473936203769534, 0.239100868943942, 62.529999999993, 61.2283010752687, 61.4999438339434, 59.6725852863995
1/10/2018, 62.82, 62.92, 62.68, 62.84, 10612540, 0.659910063555722, 2.12322103987494, 1.68218414263618, 2.88825698119226, 1.90488944444169, 0.795353646189682, 0.538219692253564, 0.257133953936118, 62.9785454545384, 61.546322580645, 61.6332185592181, 59.7613324952861
1/11/2018, 62.85, 63.26, 62.82, 63.26, 9085557, 0.657529417865152, 2.24124860653684, 1.83124075018757, 2.92194690561551, 1.89160434777079, 0.884287102375431, 0.607433174277937, 0.276853928097494, 63.4034545454475, 61.9099569892472, 61.7740073260069, 59.8552574992576
1/12/2018, 62.95, 63.47, 62.89, 63.46, 27322431, 0.668382373549354, 2.52999661424979, 1.80811773411537, 3.03192097567839, 1.93599325230151, 0.959841381696165, 0.677914815761583, 0.281926565934582, 63.6894545454475, 62.2697419354838, 61.9117802197798, 59.9509053934572
1/16/2018, 63.84, 63.89, 63.37, 63.46, 11655181, 0.675933945070437, 2.31733843592549, 1.68692681169966, 2.99153397140235, 1.99873393118816, 1.00809796655775, 0.743951445920816, 0.264146520636933, 63.798909090902, 62.6102365591397, 62.0479169719165, 60.0451984440351
1/17/2018, 63.77, 64.16, 63.71, 63.97, 10368988, 0.691730963677684, 2.39742012506936, 1.8229681401083, 3.11650135618552, 2.18165637892516, 1.07510129695862, 0.810181416128377, 0.264919880830244, 63.9639999999928, 62.9745376344085, 62.2068791208787, 60.1459010826344
1/18/2018, 63.31, 63.52, 63.23, 63.43, 9960824, 0.721070916902702, 1.87584392743687, 1.54200487148972, 3.02250164200537, 2.03266030302634, 1.07226799403099, 0.862598731708901, 0.209669262322094, 63.907818181811, 63.2003870967741, 62.3392967032962, 60.237024714829
1/19/2018, 63.93, 63.93, 63.67, 63.83, 8880713, 0.719891145953023, 2.00245307003248, 1.67576308387758, 3.06859798025686, 2.12774702858735, 1.08973742342923, 0.908026470052966, 0.181710953376261, 64.013818181811, 63.4584731182795, 62.4885567765563, 60.3328930817611
1/22/2018, 63.75, 64.1, 63.71, 64.1, 6676704, 0.711437117845122, 2.00877883518959, 1.60782148221836, 3.12416945293741, 2.25049353877158, 1.11254409975628, 0.94892999599363, 0.163614103762655, 64.1401818181746, 63.7060215053762, 62.6442002441998, 60.431474251667
1/23/2018, 64.4, 64.58, 64.29, 64.49, 11609654, 0.70899307320792, 2.39754687716606, 1.6056427588116, 3.27420643822415, 2.36456859065422, 1.14884512423183, 0.988913021641269, 0.159932102590557, 64.3609090909018, 63.9950967741934, 62.8079706959703, 60.5345163470475
1/24/2018, 64.6, 64.67, 64.19, 64.51, 10669688, 0.710538135585488, 2.39022812459847, 1.83923613824243, 3.29238115508249, 2.34625622197741, 1.16578928729122, 1.02428827477126, 0.141501012519959, 64.4825454545381, 64.2720215053762, 62.9659951159947, 60.6364318855164
1/25/2018, 64.37, 64.46, 64.01, 64.2, 10896353, 0.717211438789546, 1.88333934963659, 1.91724430302417, 3.05018447692731, 2.31654639449771, 1.14104993598686, 1.04764060701438, 0.0934093289724836, 64.4641818181744, 64.4912688172042, 63.1053968253964, 60.7323411751652
1/26/2018, 64.39, 64.72, 64.31, 64.67, 8646512, 0.716603149091918, 3.37862095584705, 2.18886517587521, 3.2647042612123, 2.33340658070653, 1.14615671275995, 1.06734382816349, 0.0788128845964589, 64.6179999999926, 64.7490967741934, 63.2590012210008, 60.8338777364727
1/29/2018, 64.21, 64.27, 64.01, 64.12, 9351746, 0.738078436824479, 2.68754938828041, 2.08440545185229, 3.14985625219058, 2.26595461462786, 1.09322148985841, 1.07251936050248, 0.0207021293559304, 64.5449090909017, 64.9224301075268, 63.3887741147736, 60.9259201858686
1/30/2018, 63.45, 63.48, 63.2, 63.3, 11122622, 0.782927486583355, 1.89885338719637, 1.90085951997907, 2.7380894988179, 2.20148319458245, 0.973876554652264, 1.05279079933243, -0.0789142446801705, 64.152545454538, 64.9474408602149, 63.4768840048836, 61.0071370780376
1/31/2018, 63.12, 63.2, 62.84, 62.94, 11307958, 0.784578080802193, 1.51960001034839, 1.49054103931644, 2.51650742046734, 2.05139601815929, 0.840556431004686, 1.01034392566688, -0.169787494662199, 63.746545454538, 64.9066451612902, 63.5387203907199, 61.0892321989888
2/1/2018, 63.08, 63.46, 63.07, 63.25, 9062082, 0.782802801350285, 1.65401617325992, 1.72508216752158, 2.54535353480312, 2.13057376745964, 0.75125369673944, 0.958525879881396, -0.207272183141956, 63.3958181818107, 64.933569892473, 63.6098949938945, 61.1770020500206
2/2/2018, 62.92, 62.97, 62.31, 62.32, 9307801, 0.830177524488691, 1.09918145121476, 1.2046297627351, 2.11787125133973, 1.94765606838435, 0.598537837167072, 0.886528271338531, -0.287990434171459, 62.8136363636289, 64.7581935483869, 63.6373553113548, 61.2494355610224
2/5/2018, 61.11, 61.5, 59.22, 59.37, 26956300, 1.08893094424505, -0.0958292900055829, -0.00433023814572302, 0.989434398057557, 1.20719052350222, 0.236740080098492, 0.756570633090524, -0.519830552992031, 61.3487272727198, 64.1963655913977, 63.5309059829055, 61.2778051113845
2/6/2018, 59.73, 60.95, 59.63, 60.81, 38659099, 1.13990032316785, 0.259133364290744, 0.330308800589473, 1.27823141197507, 1.32649745915618, 0.0654542011405042, 0.61834734670052, -0.552893145560016, 60.7172727272652, 63.8219784946235, 63.4870476190471, 61.3252559792265
2/7/2018, 60.54, 61.1, 60.26, 60.27, 15371524, 1.16229420473279, 0.0277877801849195, 0.0875586036161373, 1.15454446585453, 1.19948533393669, -0.112566976973476, 0.472164481965721, -0.584731458939196, 60.1039999999924, 63.3907741935482, 63.4167008547003, 61.3663353833539
2/8/2018, 60.32, 60.34, 58.47, 58.48, 20489414, 1.29786077519294, -0.599865213829262, -0.250745693221566, 0.712479868702237, 0.894319022582308, -0.393551467211232, 0.29902129213033, -0.692572759341562, 59.0416363636287, 62.7327741935482, 63.2649841269836, 61.3796616099495
2/9/2018, 59.51, 59.62, 57.58, 59.07, 30034581, 1.39332915569018, -0.634993184701204, -0.156918398203472, 0.823785259909168, 0.955265606868056, -0.562145566774014, 0.126787920349461, -0.688933487123475, 58.5890909090832, 62.1543655913977, 63.1370280830276, 61.4034019406861
2/12/2018, 59.65, 60.41, 59.46, 60.22, 11621101, 1.40964389846044, -0.376647213701053, 0.11776705830263, 0.96236774301022, 1.07180870263612, -0.596090851995299, -0.0177878341194907, -0.578303017875809, 58.729272727265, 61.7182795698923, 63.064212454212, 61.4391920185869
2/13/2018, 59.06, 59.59, 58.99, 59.48, 11725214, 1.4592185236554, -0.623940231680075, -0.0487653880541891, 0.808970058163531, 1.01096245908435, -0.674924441818291, -0.149215155659251, -0.52570928615904, 58.6625454545377, 61.1930537634407, 62.9562100122095, 61.4631939319394
2/14/2018, 59.05, 60.42, 58.97, 60.38, 18528764, 1.48566747097834, -0.413405729815402, 0.192245207973494, 1.01287378121395, 1.08042473777624, -0.657202331943786, -0.250812590916158, -0.406389741027628, 59.0430909090831, 60.8089247311826, 62.8843687423683, 61.4986663933307
2/15/2018, 60.73, 60.79, 60.19, 60.67, 10381829, 1.45408557446495, -0.435844767176505, 0.383207007081347, 1.05341955150866, 1.09201346163688, -0.6126940996268, -0.323188892658286, -0.289505206968514, 59.7254545454468, 60.5163440860213, 62.8213431013426, 61.5399445127786
2/16/2018, 61.28, 61.67, 61.26, 61.6, 11860842, 1.4416948573482, -0.313385869687467, 0.532460692115921, 1.18534480743997, 1.17039384376542, -0.49665267431147, -0.357881648988923, -0.138771025322547, 60.6838181818104, 60.3946666666665, 62.797096459096, 61.5943116031161
2/20/2018, 61.26, 61.56, 61, 61.1, 7871862, 1.42991788955838, -0.461424677821928, 0.476992811809993, 1.09046121595825, 1.09245481644209, -0.439963208046628, -0.374297960800464, -0.0656652472461635, 60.9187272727194, 60.2226236559138, 62.7558241758237, 61.6413666803335
2/21/2018, 61.09, 61.37, 60.48, 60.49, 6619598, 1.44568662422576, -0.589710428526967, 0.276833013295086, 0.952573466674522, 0.980428844986936, -0.439195526978196, -0.38727747403601, -0.0519180529421855, 61.1365454545376, 60.0032473118278, 62.6909328449324, 61.682503758371
2/22/2018, 60.81, 61.11, 60.64, 60.77, 9825111, 1.41808630417056, -0.637492393498518, 0.275751246855444, 0.99431799444084, 1.00907162457424, -0.411252807884949, -0.392072540805798, -0.0191802670791511, 61.3605454545376, 59.834387096774, 62.6339853479849, 61.7275211152112
2/23/2018, 61.24, 61.66, 61.13, 61.66, 7835366, 1.39990673806719, -0.327175918711144, 0.405882710669472, 1.13919451977174, 1.12305180578969, -0.313676571468477, -0.376393346938334, 0.062716775469857, 61.5067272727194, 59.8158924731181, 62.6285006105001, 61.7817589175893
2/26/2018, 62.01, 62.47, 61.94, 62.46, 10646737, 1.37771913217678, -0.238053378226713, 0.532412127717291, 1.26860405997639, 1.23637416676376, -0.169835627592683, -0.335081803069204, 0.165246175476521, 61.8738181818103, 59.9345161290321, 62.6606275946271, 61.8458578652454
2/27/2018, 62.18, 62.33, 61.59, 61.61, 9196726, 1.39749586343083, -0.461544958159337, 0.321423975358943, 1.04868674287154, 1.15138662910367, -0.12301055045247, -0.292667552545857, 0.169657002093387, 61.9923636363557, 59.9637849462364, 62.6507350427346, 61.8955798824656
2/28/2018, 61.67, 61.72, 61.06, 61.07, 11535933, 1.39339666184174, -0.650268639797873, 0.272747666614632, 0.949318261888936, 1.07107853689114, -0.127999329895864, -0.259733908015858, 0.131734578119994, 61.7005454545375, 59.9364731182794, 62.6129523809519, 61.9384408910757
3/1/2018, 60.3, 60.52, 59.24, 59.3, 29940739, 1.51753789935483, -0.969648157596733, -0.063824119478679, 0.620985376063135, 0.82487414859778, -0.271645817153271, -0.262116289843341, -0.00952952730992979, 60.8905454545375, 59.7339999999998, 62.4923101343097, 61.9542378023781
3/2/2018, 59.06, 59.98, 58.91, 59.97, 16979600, 1.51476567550699, -0.764978202996675, -0.0717855858014424, 0.735530100282715, 0.888861818847222, -0.32764638902556, -0.275222309679785, -0.0524240793457751, 60.4289090909011, 59.6106666666665, 62.402444444444, 61.9809140358071
3/5/2018, 59.48, 60.31, 59.45, 60.24, 12230107, 1.50395870986299, -0.801140475776933, 0.162377938660353, 0.767427820749894, 0.927299965744313, -0.346249157426634, -0.289427679229155, -0.0568214781974792, 60.2847272727192, 59.5705806451611, 62.3256971916967, 62.0102440891076
3/6/2018, 60.78, 60.87, 60.49, 60.61, 19478618, 1.47201037861803, -0.625195973029285, 0.215314281287164, 0.757971883155617, 0.948665494614902, -0.327362447114929, -0.297014632806309, -0.0303478143086195, 60.2425454545374, 59.6186021505375, 62.2738998778995, 62.0440429137626
3/7/2018, 60.02, 60.29, 59.78, 60.1, 7942102, 1.47932814635004, -0.57631404812842, 0.113977823726022, 0.620932053801138, 0.841047464727418, -0.349518301461998, -0.307515366537447, -0.042002934924551, 59.928909090901, 59.6504301075267, 62.1875555555551, 62.0706461664618
3/8/2018, 60.28, 60.51, 60.2, 60.47, 5578445, 1.43066380876228, -0.43351456967268, 0.130077852434456, 0.693463865453366, 0.883191068154091, -0.33337809274289, -0.312687911778536, -0.0206901809643546, 59.8203636363555, 59.7588602150536, 62.1224932844928, 62.1014432144322
3/9/2018, 60.16, 60.65, 60.08, 60.62, 7626686, 1.40278173028806, -0.46344226264618, 0.151888584957404, 0.599464136475039, 0.890533648380658, -0.30496763756134, -0.311143856935097, 0.00617621937375656, 59.9579999999918, 59.8917204301073, 62.0719413919409, 62.1363419434195
3/12/2018, 60.79, 60.92, 60.61, 60.68, 7666202, 1.35686877168028, -0.279890300211604, 0.177529567934391, 0.564516254907758, 0.906730971154209, -0.274446994469685, -0.303804484442014, 0.0293574899723297, 60.3330909090827, 60.0866236559138, 62.0219560439556, 62.1728484351511
3/13/2018, 61.04, 61.2, 60.43, 60.58, 13739451, 1.35470546735361, 0.330968806114034, 0.185143996890479, 0.558381933438497, 0.879145243608637, -0.255384416611889, -0.294120470875989, 0.0387360542641, 60.600727272719, 60.2579139784945, 61.9714847374843, 62.2043946972804
3/14/2018, 61.03, 61.06, 60.59, 60.84, 6697696, 1.32091805311748, 0.039835255495448, 0.212041642963712, 0.611369354367723, 0.902583248189695, -0.216798244026876, -0.278656025506167, 0.0618577814792908, 60.9063636363554, 60.4303655913977, 61.9382979242974, 62.2386327729945
3/15/2018, 61.12, 61.24, 60.82, 60.96, 6143165, 1.28685074859062, 0.212005579003204, 0.167855751557534, 0.653875376933148, 0.901976558382863, -0.174523627397285, -0.25782954588439, 0.0833059184871053, 60.9119999999917, 60.6099139784945, 61.910549450549, 62.2742894628947
3/16/2018, 60.63, 60.81, 60.55, 60.69, 5867313, 1.26172516975416, 0.697048656379111, -0.0334744709845616, 0.58629554124896, 0.872646512031955, -0.160952077304046, -0.238454052168321, 0.0775019748642756, 60.8678181818099, 60.7886451612902, 61.8727106227101, 62.3049473828072
3/19/2018, 60.17, 60.2, 59.28, 59.66, 9367295, 1.33750243923501, 0.201483351006127, -0.3572053616658, 0.386788821784951, 0.69938210735221, -0.230650126919834, -0.236893267118624, 0.00624314019879033, 60.4825454545371, 60.7912043010751, 61.788527472527, 62.3228366817003
3/20/2018, 59.97, 60.15, 59.87, 60, 12449470, 1.30426042914205, -0.0396705371916888, -0.323941536603229, 0.361568358751435, 0.611973201725644, -0.255505862351917, -0.240615786165283, -0.0148900761866347, 60.3203636363553, 60.6573978494622, 61.7292991452987, 62.3455202952031
3/21/2018, 59.94, 60.39, 59.83, 60.08, 6881776, 1.28400207158949, 0.215677976463023, -0.374230291940384, 0.455949723401564, 0.645714048710147, -0.265686215042564, -0.245629871940739, -0.020056343101825, 60.1170909090825, 60.6256774193547, 61.6815335775331, 62.3683299166326
3/22/2018, 60.1, 60.18, 59.48, 59.53, 12593990, 1.28986565157134, -0.248005904358461, -0.480800799743309, 0.311266436970166, 0.57969247256179, -0.314509155583188, -0.259405728669229, -0.0551034269139595, 59.7989090909007, 60.49288172043, 61.598571428571, 62.3815287686211
3/23/2018, 59.14, 59.3, 58.27, 58.28, 17184460, 1.35975321081228, -0.700579577618642, -0.767697124372324, 0.0289522814093566, 0.438857283830563, -0.448891696968772, -0.297302922329137, -0.151588774639635, 59.1301818181734, 60.0869247311827, 61.4511843711839, 62.3744695913627
3/26/2018, 58.88, 59.14, 58.48, 59.11, 10750691, 1.34637280104606, -0.724547228626253, -0.67887577717984, 0.168463781129271, 0.539765786639573, -0.482850762761245, -0.334412490415559, -0.148438272345686, 58.8878181818098, 59.8269032258063, 61.334886446886, 62.3781082410825
3/27/2018, 60.18, 60.22, 59.12, 59.25, 19871960, 1.36970280938972, -0.536066290848858, -0.687620507500603, 0.150218367365845, 0.612894453820274, -0.492786204476019, -0.366087233227651, -0.126698971248368, 58.7594545454461, 59.6610537634407, 61.2176068376064, 62.3876077627445
