Date,EWW_Open,EWW_High,EWW_Low,EWW_Close,EWW_Volume,EWW_ATRPercentOfClose20,EWW_SQN25,EWW_SQN50,EWW_SQN100,EWW_SQN200,EWW_MACD,EWW_MACD_Avg,EWW_MACD_Diff,EWW_LinReg10,EWW_LinReg30,EWW_LinReg90,EWW_LinReg270
11/6/2017, 50.47, 51.13, 50.13, 51.06, 4606948, 1.5365990388271, -1.29062617494983, -1.8089876491321, -0.51010201397157, 0.767427525650447, -1.03994644730032, -1.10119381542821, 0.0612473681278845, 50.2469090909071, 49.7310537634412, 52.2560170940169, 57.3127776570311
11/7/2017, 51.05, 51.24, 50.55, 50.75, 3469788, 1.53666619854948, -1.47475054228763, -1.67906347956436, -0.716891911328771, 0.673882071050226, -0.972704851899131, -1.07549602272239, 0.102791170823262, 50.546909090907, 49.7257204301079, 52.0485177045175, 57.2429651162791
11/8/2017, 50.9, 51.08, 50.61, 50.66, 1239072, 1.50881403666733, -1.43812654915371, -1.6990455653886, -0.683130095732119, 0.565981246546885, -0.916117221862301, -1.04362026255037, 0.127503040688074, 50.670909090907, 49.6730322580649, 51.8385323565321, 57.1725042669398
11/9/2017, 50.33, 50.91, 50.14, 50.77, 2518467, 1.5060999240238, -1.18188999628495, -1.74275993099598, -0.402157295214959, 0.694546237647281, -0.852567173008808, -1.00540964464206, 0.152842471633253, 50.7439999999979, 49.6598924731186, 51.6346178266176, 57.1050716611001
11/10/2017, 50.62, 50.79, 49.74, 49.75, 4266917, 1.56565745699606, -1.34986465304752, -1.88572288144609, -0.567859127182135, 0.521059044084072, -0.874428904841437, -0.979213496681936, 0.104784591840499, 50.5252727272706, 49.5523440860218, 51.379929181929, 57.0200150810608
11/13/2017, 49.53, 50.05, 49.28, 49.74, 4794233, 1.56507610698183, -1.18151020719788, -1.97883575209511, -0.678545248665421, 0.522222252584245, -0.882389761350289, -0.959848749615607, 0.0774589882653177, 50.2478181818161, 49.4788817204305, 51.1424175824174, 56.9360182648402
11/14/2017, 49.75, 49.87, 49.26, 49.4, 3364010, 1.55879638225126, -1.15098094488454, -1.83237789867452, -0.850025700589607, 0.518040824675726, -0.905693682987135, -0.949017736289913, 0.043324053302778, 49.9112727272706, 49.4054193548391, 50.9179340659339, 56.8471024269849
11/15/2017, 49.23, 49.4, 48.01, 49.16, 4174441, 1.62946123309707, -1.3837695175166, -2.13574968177265, -1.05536705773951, 0.483893709135, -0.932775744862312, -0.945769338004393, 0.0129935931420808, 49.4925454545433, 49.3232688172047, 50.6841343101341, 56.7551669316376
11/16/2017, 49.45, 49.96, 49.29, 49.78, 2923021, 1.60906184226796, -0.935469105905075, -1.95007970335758, -0.781100820934313, 0.468580024530952, -0.893905272031034, -0.935396524809721, 0.0414912527786866, 49.3841818181797, 49.3124731182799, 50.5020170940169, 56.6756659798813
11/17/2017, 49.95, 50.56, 49.76, 50.26, 4389500, 1.59359617156177, -0.632333189512904, -1.62491752483867, -0.83524036321631, 0.473615456220246, -0.814973644917856, -0.911311948831348, 0.0963383039134919, 49.4345454545433, 49.3611397849466, 50.3527863247861, 56.6058576233185
11/20/2017, 49.94, 50.28, 49.79, 50, 1818262, 1.57078872807119, -0.512280895920667, -1.90078597851464, -0.743747645729595, 0.517455597677262, -0.764585918320151, -0.881966742729109, 0.117380824408958, 49.5739999999978, 49.3635053763444, 50.2122075702074, 56.5324238095239
11/21/2017, 50.49, 51.22, 50.45, 51.03, 3532246, 1.58166695244722, -0.642697493243127, -1.42647909092695, -0.567702196267515, 0.646245902100321, -0.634229882742801, -0.832419370731847, 0.198189487989046, 50.0650909090887, 49.4855698924735, 50.12515018315, 56.4782194690266
11/22/2017, 51.3, 51.58, 50.99, 51.43, 2840992, 1.54825668586841, -0.289234479279931, -1.20535378966545, -0.470872357624864, 0.639515384556865, -0.492962562757782, -0.764528009137034, 0.271565446379252, 50.6610909090887, 49.6911182795703, 50.0616532356531, 56.4317886242252
11/24/2017, 51.71, 51.88, 51.22, 51.26, 1023835, 1.5400994788627, -0.464353326514217, -1.32355242828964, -0.496808178579186, 0.579508795090779, -0.390226485131251, -0.689667704335878, 0.299441219204627, 51.1783636363614, 49.8521075268821, 49.9923369963368, 56.3830013911431
11/27/2017, 51.53, 51.53, 50.68, 50.7, 2026195, 1.56308134757745, -0.459006764634617, -1.45512073445124, -0.537229328863638, 0.453512175196435, -0.34996059542236, -0.621726282553174, 0.271765687130814, 51.2714545454523, 49.9283225806455, 49.9050793650792, 56.3251080211446
11/28/2017, 50.82, 51.02, 50.55, 51, 3009523, 1.52227084521702, -0.111187867573191, -1.31900942611183, -0.614482147340135, 0.494945153677224, -0.290493467070128, -0.555479719456565, 0.264986252386437, 51.4143636363613, 50.0090967741939, 49.8372893772892, 56.2732116954624
11/29/2017, 50.84, 51.21, 50.49, 51.18, 3158804, 1.51141114597039, -0.157997358230643, -1.19606997288597, -0.823834636784785, 0.525216739303222, -0.226232970873134, -0.489630369739879, 0.263397398866745, 51.4827272727249, 50.2051397849466, 49.7788864468863, 56.2251236589498
11/30/2017, 50.9, 51.54, 50.11, 50.19, 5040257, 1.60662126575466, -0.1685613707133, -1.49237746385002, -0.993032344012436, 0.446427254341107, -0.25228263372879, -0.442160822537661, 0.189878188808871, 51.0639999999977, 50.2494838709681, 49.6782710622709, 56.1606426332288
12/1/2017, 50.17, 50.81, 49.81, 50.46, 3916137, 1.61721175707125, 0.11680902450026, -1.37465676707321, -1.13537095193081, 0.49455562961559, -0.248278436436458, -0.40338434531742, 0.155105908880963, 50.8063636363613, 50.3608387096778, 49.6060244200242, 56.1016704898624
12/4/2017, 50.74, 50.82, 50.1, 50.36, 2560555, 1.61088721204774, -0.105043833860744, -1.47572114869612, -1.22796807160605, 0.511281791033808, -0.250289068911854, -0.372765290036307, 0.122476221124453, 50.5730909090885, 50.4337204301079, 49.5141562881561, 56.0417915703753
12/5/2017, 50.05, 50.51, 49.93, 50.36, 3715931, 1.58792823667172, 0.111357236673191, -1.37693109504095, -1.38499665811637, 0.374671299897809, -0.249012053684176, -0.348014642765881, 0.0990025890817052, 50.2823636363612, 50.4756559139789, 49.4279926739925, 55.9827230405528
12/6/2017, 49.91, 50.1, 49.41, 49.57, 2527830, 1.62839747223822, -0.278612411877717, -1.52644163228368, -1.5752273301769, 0.309231105730751, -0.308193741996575, -0.34005046261202, 0.0318567206154444, 49.9050909090884, 50.4437419354842, 49.3034822954821, 55.9110894338262
12/7/2017, 49.21, 49.66, 49.18, 49.34, 2729829, 1.60283095994946, -0.272229102408501, -1.37413954874651, -1.64124748112648, 0.254204048497726, -0.369396560566152, -0.345919682202846, -0.0234768783633055, 49.6079999999974, 50.3313978494628, 49.1725152625151, 55.8365618965887
12/8/2017, 49.75, 50.08, 49.49, 50.03, 1868568, 1.57564452499922, -0.0817256675716426, -1.14952981313623, -1.43777142112045, 0.385719918206601, -0.358095104339284, -0.348354766630134, -0.0097403377091505, 49.6292727272701, 50.2852473118284, 49.0800976800976, 55.774626103606
12/11/2017, 50.01, 50.14, 49.69, 49.7, 1257471, 1.552072853248, -0.139188804411582, -1.28598059435444, -1.52909896085714, 0.334066838790952, -0.371484617502396, -0.352980736804586, -0.0185038806978101, 49.4916363636337, 50.2285161290327, 48.9774700854699, 55.7080113216835
12/12/2017, 49.53, 49.6, 48.93, 49.45, 1812590, 1.55977997504761, -0.634491979000979, -1.37191226514906, -1.59812303785364, 0.393432538800249, -0.39768455382675, -0.361921500209019, -0.0357630536177306, 49.3821818181791, 50.1110537634413, 48.8710231990231, 55.6381370292887
12/13/2017, 49.5, 50.49, 49.35, 50.39, 3102641, 1.56726659610635, -0.110311005750849, -1.10504256516136, -1.32583136209475, 0.362024296965731, -0.338693796772297, -0.357275959521675, 0.0185821627493776, 49.7179999999973, 50.1293763440864, 48.8090305250304, 55.584775242047
12/14/2017, 50.44, 50.54, 50.02, 50.02, 1523379, 1.55189595339682, -0.215186549452086, -1.15199230894227, -1.37422517503749, 0.390235723033655, -0.318131878319129, -0.349447143281166, 0.0313152649620368, 49.7710909090881, 50.0836989247316, 48.7379267399266, 55.5260124824252
12/15/2017, 50.14, 50.34, 49.73, 50, 3991437, 1.53589087618927, -0.264379092339018, -1.00887088279497, -1.48682980843315, 0.257675255075983, -0.299992120233952, -0.339556138671723, 0.0395640184377707, 49.8805454545426, 50.0512043010757, 48.6607032967032, 55.4676992143659
12/18/2017, 50.47, 50.98, 50.23, 50.78, 2908971, 1.53317874397381, 0.428104800049045, -0.673797587032439, -1.13802364462233, 0.295650256191788, -0.220139123212988, -0.315672735579976, 0.095533612366988, 50.2645454545426, 50.1076774193552, 48.6113479853479, 55.4229160763678
12/19/2017, 50.92, 50.92, 49.45, 49.49, 2813817, 1.64300011695374, -0.059751268308918, -0.845013301747455, -1.37706236438245, 0.1791066537775, -0.257973508758241, -0.304132890215629, 0.0461593814573882, 50.1799999999971, 50.0582795698929, 48.5186764346764, 55.3576891937103
12/20/2017, 49.47, 49.67, 49.17, 49.31, 1498236, 1.6172474548497, -0.00371194580348112, -0.784019657189495, -1.34659644720313, 0.217678708519345, -0.299034938928919, -0.303113299958287, 0.00407836102936765, 49.9227272727243, 49.9755053763445, 48.4384688644687, 55.2904051767049
12/21/2017, 49.32, 49.41, 48.67, 48.71, 2090479, 1.6312697269289, -0.130037743030784, -1.01786748081139, -1.45401827476784, 0.22296938064702, -0.375661017393938, -0.317622843445417, -0.0580381739485207, 49.4263636363606, 49.8198924731187, 48.338122100122, 55.214314867845
12/22/2017, 48.67, 48.87, 47.83, 48.16, 2786806, 1.67537771965888, -0.54903631166366, -1.0407985103837, -1.59304749750179, 0.113421820490911, -0.475289300893387, -0.349156134935011, -0.126133165958376, 48.9123636363606, 49.6144086021509, 48.2278388278387, 55.1303839623874
12/26/2017, 48.5, 48.64, 47.79, 47.87, 1438478, 1.69003303592715, -0.836351621152611, -1.03983466866412, -1.65039241012757, 0.0931205360824287, -0.571063149208989, -0.393537537789807, -0.177525611419182, 48.3341818181787, 49.3209677419359, 48.091658119658, 55.0429236300039
12/27/2017, 48.1, 48.55, 48.1, 48.5, 1759909, 1.65477912079054, -0.495175762918109, -0.71149256413212, -1.51527031790668, 0.180636126525428, -0.58933538764191, -0.432697107760227, -0.156638279881683, 48.0234545454514, 49.1189247311832, 48.0033553113552, 54.9666891566265
12/28/2017, 48.5, 48.76, 48.4, 48.57, 1427856, 1.60683442434474, -0.891081762632125, -1.08758679242076, -1.48518877342395, 0.0304192317377347, -0.591351125586307, -0.464427911325443, -0.126923214260864, 47.9767272727241, 48.911096774194, 47.9346813186811, 54.8925743426295
12/29/2017, 48.7, 49.36, 48.7, 49.29, 4134382, 1.58433253379799, -0.738139588709514, -0.737004431837905, -1.33707161661845, 0.0460049453458039, -0.528755465849457, -0.477293422230246, -0.051462043619211, 48.2039999999968, 48.7839784946241, 47.9061196581195, 54.8308394991463
1/2/2018, 49.84, 50.4, 49.53, 50.38, 3233017, 1.58271463003886, -0.258087255797565, -0.497385714092525, -1.00644425107736, 0.0809913070488985, -0.386736012028848, -0.459181940189967, 0.0724459281611184, 48.8436363636331, 48.8356559139789, 47.9276117216116, 54.7871039588431
1/3/2018, 50.78, 50.94, 50.27, 50.37, 3567851, 1.57038524733552, -0.0807993456565056, -0.360826873770254, -0.926238578437422, 0.0463729346454852, -0.271857681975334, -0.42171708854704, 0.149859406571706, 49.6150909090876, 48.9141935483875, 47.9541587301586, 54.7437614764558
1/4/2018, 50.73, 50.97, 50.41, 50.45, 2525208, 1.54896510729188, -0.15475689629404, -0.18989811062911, -0.990655663264376, 0.0809137217685686, -0.172373432708618, -0.371848357379356, 0.199474924670738, 50.1785454545421, 48.9848387096779, 47.9966056166055, 54.7022149143122
1/5/2018, 50.66, 51.02, 50.46, 50.98, 2740221, 1.51212289485547, -0.0357114540756761, -0.128766065574681, -1.01300851378566, 0.125852035730008, -0.0501863606881585, -0.307515958041116, 0.257329597352958, 50.8367272727239, 49.1884946236564, 48.0452503052502, 54.6694509803922
1/8/2018, 50.85, 51.21, 50.78, 50.98, 2978585, 1.47869015144655, 0.305249755446397, 0.115879682863961, -1.01835985614503, 0.072749135795024, 0.0461161756320081, -0.236789531306491, 0.282905706938499, 51.2838181818148, 49.4191397849467, 48.0973601953601, 54.6370838399806
1/9/2018, 50.93, 50.98, 50.28, 50.59, 3475204, 1.48476858518893, 0.0736926078611961, 0.13238920139478, -1.16074003196008, -0.0448212545496761, 0.089930229152003, -0.171445579214793, 0.261375808366796, 51.3623636363602, 49.5918709677424, 48.14231013431, 54.5990724821283
1/10/2018, 50.5, 50.54, 49.27, 49.48, 6989221, 1.57556023824722, -0.259800813101424, -0.268178607930258, -1.21083927696167, -0.146861153018913, 0.0346856245975573, -0.130219338452323, 0.16490496304988, 50.8669090909056, 49.5907526881725, 48.1348815628815, 54.5444174074407
1/11/2018, 49.37, 49.7, 49.22, 49.7, 2818392, 1.53844636939736, -0.18596860124787, -0.0775988217247461, -1.28744246164701, -0.10190847874501, 0.00855739453812276, -0.102463991854234, 0.111021386392356, 50.4856363636328, 49.6454193548392, 48.1486349206348, 54.4938292248292
1/12/2018, 50.16, 50.98, 49.74, 50.69, 5344473, 1.55923743008673, 0.391483677567945, 0.129156570775246, -1.15136362956979, -0.0551969756193868, 0.0669633978301576, -0.0685785139173553, 0.135541911747513, 50.3949090909055, 49.8460860215059, 48.1841684981685, 54.4590167992926
1/16/2018, 51.63, 51.8, 51.43, 51.67, 4161570, 1.56059334361412, 0.750978966415382, 0.422609951083196, -0.960835271893841, 0.0551834250509847, 0.190136609550912, -0.0168354892237019, 0.206972098774614, 50.6710909090872, 50.1082580645166, 48.2798852258852, 54.4395577783627
1/17/2018, 51.8, 52.55, 51.77, 52.24, 3409931, 1.55061380477248, 0.710442294930817, 0.497852399249307, -0.823064081083314, 0.151957060227069, 0.329943124607908, 0.0525202335426201, 0.277422891065288, 51.2323636363599, 50.4512043010758, 48.4089328449328, 54.4289664180187
1/18/2018, 52.45, 52.66, 52.25, 52.62, 2586295, 1.50235389401841, 0.933584049870504, 0.62851688846598, -0.754882170499959, 0.1427824817402, 0.466031498232532, 0.135222486480602, 0.330809011751929, 51.8214545454508, 50.8242150537639, 48.5454236874236, 54.4242188040097
1/19/2018, 53, 53.08, 52.35, 52.48, 2717347, 1.50059391783701, 0.974580263323373, 0.380195795798205, -0.836403170194187, 0.12700898362327, 0.556174451947179, 0.219412879573918, 0.336761572373261, 52.2554545454507, 51.1648817204306, 48.6908351648352, 54.4173819325328
1/22/2018, 52.42, 52.55, 52.23, 52.55, 1805611, 1.4541124713165, 0.720892767822014, 0.473555730019464, -0.666730028027425, 0.133484468304881, 0.626045148425071, 0.300739333344148, 0.325305815080922, 52.7089090909052, 51.4480860215059, 48.837978021978, 54.4116433536672
1/23/2018, 52.12, 52.64, 51.9, 52.52, 2833281, 1.45264527511991, 0.841243743786663, 0.488677589072028, -0.6671258400547, 0.14957005641246, 0.671259567051052, 0.374843380085529, 0.296416186965523, 53.0663636363597, 51.6929247311833, 48.978735042735, 54.4054895666132
1/24/2018, 53.04, 54.05, 53.03, 53.92, 5558752, 1.48605866759705, 1.19961414593176, 0.755740024480717, -0.440144105470267, 0.21953235622452, 0.810715199113574, 0.462017743891138, 0.348697455222436, 53.7454545454506, 52.1408817204305, 49.1884908424908, 54.4202311476326
1/25/2018, 54.29, 54.65, 53.46, 53.48, 6075170, 1.53462732215765, 0.837900052243817, 0.921345396387641, -0.453512911563773, 0.179188617144782, 0.875636674956127, 0.544741530104136, 0.330895144851991, 53.8689090909051, 52.4859139784951, 49.3790769230769, 54.4282095100705
1/26/2018, 53.89, 54.15, 53.57, 54.07, 2154891, 1.50394443738749, 1.54782542935699, 1.0514217803559, -0.396802768095466, 0.247972964565771, 0.963587840645239, 0.628510792212357, 0.335077048432883, 54.021999999996, 52.8647526881725, 49.5940097680098, 54.4447682775712
1/29/2018, 53.77, 53.88, 53.21, 53.32, 3231318, 1.52948915872214, 1.3249918316283, 0.954619755471918, -0.332899049748486, 0.228145482025719, 0.961685331249008, 0.695145700019687, 0.266539631229321, 53.8756363636323, 53.1812903225811, 49.771728937729, 54.4500232335657
1/30/2018, 52.99, 53.25, 52.29, 52.64, 2912408, 1.56961899403327, 1.31203137985442, 0.850481719863526, -0.556912687686467, 0.185275337542294, 0.894990369969925, 0.735114634009735, 0.15987573596019, 53.546909090905, 53.3679784946241, 49.9260976800977, 54.4088946289463
1/31/2018, 53.24, 53.31, 52.79, 53.11, 2520142, 1.54101876583724, 1.69047751581538, 0.810898406293244, -0.510042753126717, 0.172231785222505, 0.870030039965286, 0.762097715200845, 0.107932324764441, 53.4416363636322, 53.5960645161295, 50.1004810744811, 54.3700256935903
2/1/2018, 53.25, 54.41, 53.2, 54.06, 3879341, 1.55847819683565, 2.07485771267035, 0.896010059504356, -0.248969087820358, 0.277540596442765, 0.916342829392242, 0.792946738039124, 0.123396091353118, 53.6930909090867, 53.9766236559145, 50.3240879120879, 54.3467765477655
2/2/2018, 53.21, 53.58, 52.66, 52.88, 4424898, 1.64596756344342, 1.37611529473774, 0.678544466276581, -0.537392095392631, 0.229510500068108, 0.848054070916014, 0.803968204614502, 0.0440858663015115, 53.4303636363594, 54.1003010752693, 50.4886398046398, 54.3029747164138
2/5/2018, 52.69, 53.39, 50, 50.68, 5603732, 1.96599894469503, 0.583698023387763, -0.0237180360275376, -0.830539945966491, -0.0148183593060111, 0.609388473011101, 0.765052258293822, -0.155663785282721, 52.3998181818139, 53.910967741936, 50.555010989011, 54.2201825884925
2/6/2018, 50.46, 52.27, 50.38, 52.04, 6870638, 2.00048011512849, 0.711550801053167, 0.16866054367679, -0.533883980322957, 0.113901957156482, 0.523945187210821, 0.716830844077222, -0.192885656866401, 51.9350909090866, 53.8453548387102, 50.6622954822955, 54.1539283859505
2/7/2018, 51.6, 52.16, 51.01, 51.04, 4721734, 2.05034749082528, 0.201385531396898, 0.0080573773072303, -0.721779512300369, -0.0465804907090118, 0.371259476829287, 0.647716570627635, -0.276457093798348, 51.4310909090865, 53.5947096774199, 50.7280561660562, 54.071151838185
2/8/2018, 51.2, 51.2, 49.47, 49.54, 7413643, 2.18141399142382, -0.14927731849151, -0.16879369137836, -0.928545564923849, -0.158720942545771, 0.127744923375609, 0.54372224117723, -0.415977317801621, 50.4779999999956, 53.1158279569898, 50.7345177045177, 53.9670023233566
2/9/2018, 50.26, 50.5, 48.77, 50.34, 7976255, 2.21124129277671, 0.0192523918082889, -0.0702116758632924, -0.770331660845853, 0.000545875196268289, -0.000680950964166982, 0.434841602748951, -0.435522553713118, 50.1341818181774, 52.7696774193553, 50.7809963369963, 53.8786158261583
2/12/2018, 50.56, 51.22, 49.92, 50.62, 5970921, 2.2174672529526, -0.0372784550824806, -0.0509307448450271, -0.688579199597578, -0.0138119736196754, -0.0789555710199608, 0.332082167995168, -0.411037739015129, 49.940545454541, 52.4518494623661, 50.8466642246642, 53.7922424490912
2/13/2018, 50.44, 50.9, 50.41, 50.75, 2578580, 2.14947355127561, -0.00785345360039644, 0.158928378776445, -0.698362947353902, -0.0299033607446096, -0.129011691336949, 0.239863396128745, -0.368875087465694, 49.8030909090864, 52.1852903225812, 50.9166617826618, 53.7035588355883
2/14/2018, 50.3, 51.75, 50.23, 51.52, 3532625, 2.15899638181047, 0.250995686450725, 0.250880529751802, -0.555000336694783, 0.0104908571643005, -0.10533472929086, 0.170823771044824, -0.276158500335684, 50.1287272727227, 52.0796774193553, 51.0089450549451, 53.6237958179581
2/15/2018, 52.07, 52.42, 51.91, 52.17, 3639611, 2.11174849360421, 0.661420221703584, 0.387657698644742, -0.490113053607186, 0.0421398249026768, -0.0337321552742296, 0.129912585781013, -0.163644741055243, 50.9556363636318, 52.0485161290328, 51.1219023199023, 53.5594738280716
2/16/2018, 52.2, 52.81, 52.05, 52.1, 4516359, 2.08179314713561, 0.5936142793729, 0.374878681539309, -0.445188275347252, 0.1001976189687, 0.0171670939442024, 0.107363487413651, -0.0901963934694488, 51.6254545454499, 52.0021935483876, 51.2212698412698, 53.5021538882055
2/20/2018, 51.65, 52.01, 51.25, 51.45, 4609125, 2.08529352414921, 0.21810534018718, 0.407047782320826, -0.515607826906452, 0.111103841895079, 0.00499793485386846, 0.0868903769016946, -0.0818924420478261, 51.6732727272681, 51.8980860215059, 51.2826984126984, 53.439246139128
2/21/2018, 51.6, 51.92, 50.85, 50.87, 3637186, 2.10878581141347, -0.144942176368492, 0.342150387452505, -0.466673492852446, 5.29721688953377E-05, -0.0508610693890361, 0.0593400876435485, -0.110201157032585, 51.7507272727226, 51.7173548387102, 51.3271648351648, 53.3746275796091
2/22/2018, 51.34, 52.13, 51.34, 51.89, 3054838, 2.08537748150459, -0.0361265637077199, 0.396085606328168, -0.307879484867522, 0.132063837180508, -0.0126781118085262, 0.0449364477531335, -0.0576145595616597, 52.0443636363589, 51.6407526881725, 51.4068376068376, 53.3168150881508
2/23/2018, 52.17, 52.44, 51.67, 51.78, 2696820, 2.05967025182521, -0.147004858071447, 0.438987995184866, -0.348685980653951, 0.0859664055149865, 0.00860686192900317, 0.0376705305883075, -0.0290636686593043, 51.9536363636316, 51.4678064516134, 51.4749938949939, 53.2618797321306
2/26/2018, 51.7, 51.82, 51.27, 51.64, 2645696, 2.01524475905372, -0.147511739888305, 0.461316895111387, -0.3781887290234, 0.023872570746602, 0.0140169483395596, 0.0329398141385579, -0.0189228657989983, 51.8523636363589, 51.2769247311833, 51.5230573870574, 53.2041858685253
2/27/2018, 51.35, 51.66, 50.48, 50.55, 4019294, 2.07248026487947, -0.401036559400929, 0.0833190056280554, -0.559443244702313, -0.0674810800887344, -0.0688556842258379, 0.0125807144656787, -0.0814363986915166, 51.3596363636316, 51.0012258064521, 51.5531355311355, 53.1278953122864
2/28/2018, 50.8, 50.85, 49.77, 49.91, 3821682, 2.10229780645511, -0.535519907942072, 0.0334040687992074, -0.626153920153952, -0.127307840008475, -0.184053835845724, -0.0267461955966018, -0.157307640249122, 50.6756363636315, 50.7105591397855, 51.5446788766789, 53.0424458111247
3/1/2018, 49.81, 50.63, 49.51, 50.17, 4938686, 2.09845324584743, -0.82247222236256, 0.0855462095611914, -0.498063549026807, -0.158447535216836, -0.251470577589558, -0.071691071995193, -0.179779505594365, 50.2812727272679, 50.5022365591403, 51.5557606837607, 52.9657501708349
3/2/2018, 49.59, 50.24, 49.27, 50.11, 3612253, 2.092704637337, -0.740388904053054, -0.0714461358875844, -0.446920883815515, -0.148811986196558, -0.306210525365046, -0.118594962669164, -0.187615562695882, 50.0698181818133, 50.3249892473124, 51.5528595848596, 52.8906871668715
3/5/2018, 49.59, 50.34, 49.35, 50.27, 4615587, 2.08021002403241, -0.844097192399118, 0.203251802010605, -0.348656196268213, -0.0515043329437692, -0.332844837435708, -0.161444937622472, -0.171399899813236, 50.011999999995, 50.174903225807, 51.5445372405373, 52.8129052890528
3/6/2018, 50.94, 51.1, 50.52, 50.62, 3359102, 2.044518965087, -0.59259151164588, 0.305511132772155, -0.228539382869117, 0.047300314661173, -0.32199884447185, -0.193555718992348, -0.128443125479502, 50.0449090909041, 50.0881505376349, 51.5589719169719, 52.7374344676778
3/7/2018, 50.18, 50.58, 50.04, 50.49, 2636609, 2.00473108560247, -0.472501013677054, 0.401259200287613, -0.298399714800508, -0.0760183309430753, -0.320202139506186, -0.218885003095116, -0.101317136411071, 49.9621818181768, 49.9953548387102, 51.5469230769231, 52.6627027470273
3/8/2018, 50.83, 51.42, 50.51, 51.37, 6432723, 1.96238911595222, -0.361048429648371, 0.677398858199872, -0.0922103167601455, 0.0152883759835579, -0.244946007245275, -0.224097203925147, -0.0208488033201277, 50.4081818181768, 50.1206451612909, 51.5634798534799, 52.6037094437609
3/9/2018, 51.88, 52.28, 51.69, 51.87, 3854759, 1.93401836210029, -0.468235126167877, 0.829674739271981, 0.0288856487157936, 0.0370014234550269, -0.143307202684788, -0.207939203677076, 0.0646320009922875, 51.0332727272676, 50.2964946236565, 51.6110573870574, 52.5569673363399
3/12/2018, 51.9, 52.26, 51.75, 52.06, 2515111, 1.87959384978938, -0.159208210566814, 0.74220103715015, 0.15126304642716, -0.031945612850059, -0.046885834978589, -0.175728529937378, 0.128842694958789, 51.6910909090858, 50.5461720430113, 51.6542905982906, 52.5116309963098
3/13/2018, 52.2, 52.44, 51.69, 51.86, 2768047, 1.8648105096227, 0.378952029995368, 0.689783040124991, -0.079367080308772, -0.0104745068875396, 0.0132378671841451, -0.137935250513074, 0.151173117697219, 52.0389090909039, 50.7334408602156, 51.6913821733822, 52.4619283859503
3/14/2018, 52.12, 52.16, 51.35, 51.6, 3244410, 1.85898487165856, -0.107472020778069, 0.50023018177487, -0.0372282724439016, -0.0684922794929003, 0.0394517322155252, -0.102457853967354, 0.141909586182879, 52.0974545454493, 50.8518064516135, 51.7104322344322, 52.406684980183
3/15/2018, 51.36, 51.41, 50.82, 50.86, 2300180, 1.86841208039132, -0.0286868429370799, 0.144667946969568, -0.192199778589361, -0.0476825634187896, 0.000508729237658656, -0.0818645373263514, 0.08237326656401, 51.8601818181766, 50.9143225806457, 51.7011330891331, 52.3384660379935
3/16/2018, 50.66, 50.9, 50.35, 50.43, 2440343, 1.84465727718158, 0.36306316873169, 0.062609969575382, -0.17086160516671, -0.0485451808646454, -0.064309962317509, -0.0783536223245829, 0.0140436600070739, 51.424727272722, 51.0001290322586, 51.6686349206349, 52.2616591499247
3/19/2018, 50.07, 50.24, 49.44, 49.82, 3382846, 1.87323892340132, -0.17394225720382, -0.0720192200575044, -0.172138279674406, -0.145959106591341, -0.163021929065089, -0.095287283672684, -0.0677346453924045, 50.7930909090856, 50.9532903225812, 51.6299194139194, 52.185775317753
3/20/2018, 50, 50.24, 49.93, 50.02, 2114926, 1.81444472222433, -0.204353380239998, -0.136311080977163, -0.186526551150722, -0.117665702203376, -0.222548148835251, -0.120739456705198, -0.101808692130054, 50.3250909090855, 50.804903225807, 51.5939658119658, 52.1117269372692
3/21/2018, 50.62, 51.64, 50.53, 51.51, 7326346, 1.83111238119546, 0.279062535858708, 0.150827775661621, 0.19008465355036, -0.108911103049754, -0.147788940406343, -0.126149353445427, -0.0216395869609166, 50.3785454545401, 50.9404946236565, 51.6216776556777, 52.0617523575234
3/22/2018, 50.84, 51.39, 50.59, 50.76, 5159689, 1.85588197040207, -0.220036458033889, 0.0849021449775427, 0.14579607734811, -0.155763675035326, -0.147361766390461, -0.130391836034433, -0.0169699303560271, 50.2932727272673, 50.9176774193554, 51.6184273504273, 51.9957170971708
3/23/2018, 50.9, 51.32, 49.93, 49.95, 3826757, 1.93081762515973, -0.696984945313427, 0.142531548276602, -0.0448875844649138, -0.239796105659072, -0.209963134139954, -0.146306095655538, -0.0636570384844167, 50.0614545454491, 50.6938924731189, 51.5571111111111, 51.9188211015441
3/26/2018, 50.88, 51.19, 49.8, 51.15, 3115661, 1.92711873622468, -0.251299513911186, 0.320566832250257, 0.215101630318999, -0.126233008443495, -0.160890551788242, -0.149222986882079, -0.0116675649061634, 50.3869090909036, 50.6730537634414, 51.5478803418803, 51.8535000683338
3/27/2018, 51.05, 51.33, 50.63, 50.65, 2752964, 1.91793716071071, -0.211096200099396, 0.0460338721125846, 0.11427741716148, -0.170347483428301, -0.160495901207405, -0.151477569747144, -0.00901833146026099, 50.5492727272672, 50.602215053764, 51.5082051282051, 51.7892857728575
3/28/2018, 50.63, 50.8, 50.11, 50.23, 3062625, 1.90595941330874, -0.165942764438911, -0.215997785107921, 0.0892135678643027, -0.225204936393879, -0.19186196241948, -0.159554448281611, -0.0323075141378693, 50.5805454545399, 50.4865591397855, 51.4439218559219, 51.7140888342215
